user_id,similar,score,rank
922,62815,0.864159,9
922,55560,0.863217,10
937,21277,0.925318,1
937,41726,0.87237,2
937,60556,0.835618,3
937,17632,0.825763,4
937,20709,0.807737,5
937,48280,0.803232,6
937,39689,0.786973,7
937,62686,0.783531,8
937,7635,0.783507,9
937,26487,0.783179,10
1017,4895,0.966319,1
1017,66328,0.910757,2
1017,12986,0.875369,3
1017,66541,0.86542,4
1017,17623,0.840872,5
1017,24221,0.835716,6
1017,59349,0.831394,7
1017,62974,0.829985,8
1017,48933,0.829043,9
1017,59894,0.826764,10
1035,69393,0.926347,1
1035,65932,0.896184,2
1035,30491,0.860573,3
1035,2276,0.852215,4
1035,24014,0.84023,5
1035,71037,0.823287,6
1035,57097,0.806853,7
1035,66650,0.803598,8
1035,2429,0.792248,9
1035,37580,0.791748,10
1047,51972,0.950969,1
1047,46754,0.921787,2
1047,39689,0.921717,3
1047,45987,0.916477,4
1047,62332,0.87855,5
1047,46964,0.86088,6
1047,7635,0.840445,7
1047,3541,0.820435,8
1047,69153,0.797274,9
1047,46441,0.78715,10
1117,39065,0.889648,1
1117,14706,0.877938,2
1117,5475,0.87413,3
1117,10154,0.871328,4
1117,71534,0.868347,5
1117,33384,0.846991,6
1117,12451,0.840602,7
1117,51441,0.832276,8
1117,35703,0.826573,9
1117,19806,0.826223,10
1118,36280,0.938669,1
1118,34225,0.861481,2
1118,20385,0.851737,3
1118,71037,0.850733,4
1118,55620,0.843859,5
1118,26740,0.84207,6
1118,23129,0.833751,7
1118,14323,0.828487,8
1118,42490,0.819725,9
1118,65932,0.818028,10
1122,7740,0.876739,1
1122,35601,0.875355,2
1122,31813,0.871518,3
1122,43108,0.861464,4
1122,42411,0.856493,5
1122,62572,0.827746,6
1122,57464,0.827467,7
1122,36495,0.821072,8
1122,36049,0.814482,9
1122,46494,0.796744,10
1160,5706,0.918024,1
1160,51603,0.891143,2
1160,22609,0.866554,3
1160,15722,0.854191,4
1160,28342,0.847989,5
1160,27313,0.846865,6
1160,35002,0.836335,7
1160,66416,0.826855,8
1160,27112,0.817315,9
1160,25038,0.816312,10
1164,42966,0.940843,1
1164,24668,0.94046,2
1164,34671,0.923138,3
1164,64423,0.914748,4
1164,10739,0.905244,5
1164,52576,0.900904,6
1164,19854,0.884648,7
1164,36619,0.875179,8
1164,24793,0.874132,9
1164,66831,0.852212,10
1174,5459,0.95694,1
1174,9411,0.945027,2
1174,22616,0.901224,3
1174,39272,0.896442,4
1174,36527,0.889941,5
1174,6616,0.870923,6
1174,24708,0.870611,7
1174,41000,0.860324,8
1174,23087,0.854507,9
1174,16389,0.852992,10
1198,65851,0.887487,1
1198,52076,0.866029,2
1198,11937,0.846923,3
1198,52906,0.838887,4
1198,35373,0.834009,5
1198,58174,0.827295,6
1198,50818,0.824653,7
1198,57782,0.814959,8
1198,62474,0.811737,9
1198,20709,0.801812,10
1224,60863,0.880581,1
1224,49236,0.854821,2
1224,1267,0.848151,3
1224,28350,0.8454,4
1224,325,0.836717,5
1224,29658,0.830068,6
1224,2204,0.828201,7
1224,58747,0.82819,8
1224,33141,0.818466,9
1224,190,0.810304,10
1225,50543,0.917825,1
1225,7181,0.884926,2
1225,19193,0.858951,3
1225,14709,0.848521,4
1225,175,0.836232,5
1225,14029,0.835538,6
1225,49383,0.835325,7
1225,47179,0.832623,8
1225,45586,0.832094,9
1225,34329,0.823936,10
1267,190,0.944804,1
1267,60863,0.916592,2
1267,33141,0.894248,3
1267,325,0.88069,4
1267,49626,0.869383,5
1267,10231,0.862695,6
1267,62787,0.862466,7
1267,1224,0.848151,8
1267,68304,0.839913,9
1267,12458,0.815831,10
1278,52328,0.846082,1
1278,14614,0.838116,2
1278,23850,0.833699,3
1278,12051,0.804083,4
1278,39985,0.785314,5
1278,57022,0.783606,6
1278,10905,0.774053,7
1278,36306,0.766312,8
1278,60661,0.759137,9
1278,4146,0.756437,10
1282,1504,0.897034,1
1282,70362,0.893482,2
1282,65436,0.854651,3
1282,34197,0.848956,4
1282,47104,0.842703,5
1282,17363,0.827402,6
1282,19587,0.821541,7
1282,30938,0.813906,8
1282,6785,0.81351,9
1282,49308,0.799845,10
1355,35335,0.922319,1
1355,59012,0.909071,2
1355,48726,0.900415,3
1355,25649,0.886916,4
1355,49935,0.885855,5
1355,67538,0.879127,6
1355,12283,0.864677,7
1355,48370,0.864572,8
1355,16004,0.863862,9
1355,58417,0.85192,10
1392,8048,0.919949,1
1392,57977,0.907768,2
1392,67924,0.900256,3
1392,70743,0.895429,4
1392,4856,0.872341,5
1392,59012,0.86879,6
1392,25649,0.848481,7
1392,58417,0.846185,8
1392,35530,0.834795,9
1392,20226,0.834734,10
1436,14578,0.928488,1
1436,47104,0.895803,2
1436,70362,0.883854,3
1436,32536,0.879542,4
1436,23712,0.874382,5
1436,50695,0.863838,6
1436,38662,0.86154,7
1436,8114,0.85946,8
1436,19587,0.850867,9
1436,2435,0.845552,10
1496,22453,0.94136,1
1496,28101,0.86258,2
1496,10476,0.853675,3
1496,44744,0.847176,4
1496,51673,0.845933,5
1496,22936,0.84278,6
1496,53042,0.838918,7
1496,34755,0.831222,8
1496,19838,0.829228,9
1496,23172,0.813805,10
1504,1282,0.897034,1
1504,36292,0.828774,2
1504,53042,0.824353,3
1504,17363,0.823374,4
1504,12356,0.807511,5
1504,17461,0.80018,6
1504,51673,0.795653,7
1504,30938,0.789278,8
1504,29343,0.778254,9
1504,70362,0.77549,10
1510,24234,0.951052,1
1510,32195,0.946043,2
1510,35057,0.931238,3
1510,20832,0.920662,4
1510,22616,0.91797,5
1510,64500,0.915584,6
1510,52591,0.912976,7
1510,65135,0.905496,8
1510,71291,0.905154,9
1510,57912,0.904584,10
1547,23910,0.924403,1
1547,60307,0.882913,2
1547,31682,0.837874,3
1547,18367,0.816653,4
1547,18075,0.800951,5
1547,65081,0.800441,6
1547,71487,0.793714,7
1547,59355,0.774883,8
1547,63991,0.773918,9
1547,40664,0.772719,10
1600,8740,0.871531,1
1600,45583,0.839722,2
1600,38047,0.810558,3
1600,32294,0.808714,4
1600,32411,0.808614,5
1600,68899,0.794716,6
1600,17924,0.792304,7
1600,16133,0.790636,8
1600,12459,0.790482,9
1600,21767,0.790473,10
1632,16321,0.944303,1
1632,37025,0.939498,2
1632,45050,0.89483,3
1632,58001,0.8848,4
1632,69068,0.881925,5
1632,59078,0.873365,6
1632,14246,0.868131,7
1632,29538,0.867993,8
1632,46672,0.86076,9
1632,60716,0.857931,10
1652,47800,0.903781,1
1652,29501,0.876394,2
1652,34295,0.872897,3
1652,34579,0.869671,4
1652,54716,0.856924,5
1652,50606,0.84446,6
1652,19885,0.840478,7
1652,69153,0.835531,8
1652,27773,0.829828,9
1652,35051,0.816414,10
17909,69668,0.822187,1
17909,50324,0.820616,2
17909,21558,0.816588,3
17909,66227,0.811793,4
17909,39047,0.810757,5
17909,65805,0.808091,6
17909,50533,0.803118,7
17909,26243,0.793804,8
17909,51954,0.786903,9
17909,14570,0.784377,10
33784,32656,0.949561,1
33784,62141,0.891319,2
33784,41258,0.881822,3
33784,38390,0.879119,4
33784,52983,0.866457,5
33784,55865,0.857538,6
33784,43779,0.846759,7
33784,8970,0.835583,8
33784,61544,0.82679,9
33784,48395,0.813007,10
17924,65308,0.926756,1
17924,8893,0.872586,2
17924,24560,0.862363,3
17924,53241,0.850411,4
17924,27112,0.835073,5
17924,56620,0.823291,6
17924,32411,0.823006,7
17924,12760,0.804849,8
17924,33240,0.796186,9
17924,1600,0.792304,10
33797,55403,0.852022,1
33797,16174,0.850335,2
33797,60556,0.849215,3
33797,14570,0.832882,4
33797,34680,0.824548,5
33797,48370,0.823512,6
33797,58470,0.817634,7
33797,9277,0.815944,8
33797,54017,0.811778,9
33797,61910,0.810597,10
33843,15061,0.925387,1
33843,21712,0.918261,2
33843,14454,0.913136,3
33843,46085,0.892378,4
33843,4146,0.885264,5
33843,36632,0.880477,6
33843,18673,0.870079,7
33843,53022,0.860639,8
33843,12051,0.856995,9
33843,13614,0.85362,10
17930,24230,0.931459,1
17930,40284,0.92758,2
17930,59995,0.922827,3
17930,6227,0.922296,4
17930,24234,0.917114,5
17930,50893,0.915752,6
17930,2513,0.906966,7
17930,28342,0.886029,8
17930,54316,0.883897,9
17930,8434,0.87311,10
33866,15168,0.912693,1
33866,38722,0.893685,2
33866,11638,0.87745,3
33866,32736,0.874614,4
33866,19306,0.870418,5
33866,9029,0.868069,6
33866,55909,0.866059,7
33866,57082,0.862656,8
33866,40282,0.861041,9
33866,20348,0.857474,10
17946,39599,0.877743,1
17946,11220,0.853503,2
17946,636,0.847838,3
17946,31170,0.847487,4
17946,61235,0.84255,5
17946,11613,0.829547,6
17946,61836,0.827178,7
17946,58087,0.808936,8
17946,29616,0.801593,9
17946,5831,0.800913,10
17999,10931,0.912754,1
17999,62348,0.866502,2
17999,4827,0.853155,3
17999,42551,0.851292,4
17999,52136,0.848591,5
17999,67924,0.83635,6
17999,23423,0.820524,7
17999,45656,0.817545,8
17999,60891,0.81587,9
17999,62323,0.813761,10
33880,23953,0.901925,1
33880,34680,0.89311,2
33880,38726,0.890401,3
33880,25408,0.883527,4
33880,53565,0.878095,5
33880,70188,0.869783,6
33880,4912,0.866609,7
33880,46655,0.864437,8
33880,61502,0.862862,9
33880,24515,0.860592,10
18015,19164,0.867661,1
18015,7743,0.856126,2
18015,2853,0.846237,3
18015,59708,0.843737,4
18015,11510,0.839309,5
18015,26765,0.832071,6
18015,37580,0.828046,7
18015,29225,0.821856,8
18015,13257,0.807594,9
18015,52021,0.80651,10
18059,28665,0.960994,1
18059,31854,0.942182,2
18059,41838,0.931243,3
18059,34329,0.913765,4
18059,34857,0.909397,5
18059,17613,0.891109,6
18059,37195,0.885667,7
18059,35899,0.885375,8
18059,20025,0.881439,9
18059,30500,0.845306,10
33943,61436,0.921039,1
33943,42582,0.874973,2
33943,62151,0.855866,3
33943,39393,0.821092,4
33943,71487,0.818657,5
33943,36688,0.815391,6
33943,56147,0.810508,7
33943,26487,0.807226,8
33943,68883,0.793535,9
33943,71116,0.792601,10
33994,48919,0.94849,1
33994,50607,0.926203,2
33994,42688,0.898429,3
33994,43527,0.891119,4
33994,62394,0.887021,5
33994,13781,0.885253,6
33994,12888,0.841782,7
33994,16574,0.838908,8
33994,61878,0.816381,9
33994,66457,0.81225,10
34101,52806,0.888586,1
34101,64560,0.881159,2
34101,47768,0.862915,3
34101,40328,0.858122,4
34101,59390,0.824596,5
34101,15264,0.823693,6
34101,57620,0.821603,7
34101,32736,0.8176,8
34101,8824,0.811219,9
34101,9177,0.808261,10
18075,60307,0.916881,1
18075,31682,0.915513,2
18075,28105,0.904117,3
18075,23910,0.904104,4
18075,48920,0.896463,5
18075,12265,0.895019,6
18075,20263,0.863977,7
18075,8905,0.863448,8
18075,18367,0.858914,9
18075,20028,0.840932,10
34145,11411,0.955358,1
34145,63458,0.941581,2
34145,58417,0.901574,3
34145,18379,0.860945,4
34145,70142,0.853937,5
34145,60182,0.851183,6
34145,70623,0.848616,7
34145,10058,0.843111,8
34145,39799,0.842889,9
34145,62691,0.831672,10
34157,14578,0.907305,1
34157,13614,0.861711,2
34157,31175,0.852206,3
34157,39513,0.85138,4
34157,21699,0.847677,5
34157,25801,0.847255,6
34157,1436,0.838173,7
34157,47104,0.836551,8
34157,63725,0.835045,9
34157,38662,0.833922,10
18082,52870,0.975724,1
18082,20121,0.920127,2
18082,39272,0.901781,3
18082,17854,0.894778,4
18082,34420,0.892836,5
18082,21055,0.886494,6
18082,47780,0.871657,7
18082,24708,0.86662,8
18082,36286,0.859126,9
18082,17307,0.855256,10
34196,8114,0.901649,1
34196,11277,0.873289,2
34196,23733,0.863784,3
34196,39513,0.826196,4
34196,50464,0.82264,5
34196,5085,0.81506,6
34196,27935,0.814299,7
34196,50695,0.799641,8
34196,24476,0.783631,9
34196,36292,0.779019,10
34197,70362,0.933581,1
34197,66892,0.911171,2
34197,53382,0.889002,3
34197,1282,0.848956,4
34197,49308,0.846597,5
34197,42551,0.837804,6
34197,51673,0.834889,7
34197,17363,0.817459,8
34197,66544,0.812937,9
34197,36060,0.799547,10
18114,39677,0.922381,1
18114,51692,0.905153,2
18114,21838,0.839428,3
18114,52365,0.835878,4
18114,68228,0.807234,5
18114,68623,0.789517,6
18114,5494,0.785482,7
18114,51168,0.780685,8
18114,70981,0.774814,9
18114,56669,0.774105,10
18161,68228,0.915787,1
18161,10652,0.899497,2
18161,6400,0.891398,3
18161,56896,0.890968,4
18161,67306,0.863252,5
18161,51692,0.855894,6
18161,23437,0.843493,7
18161,36719,0.83336,8
18161,47711,0.810696,9
18161,68523,0.774583,10
18205,21374,0.930523,1
18205,38281,0.916701,2
18205,13048,0.889976,3
18205,54980,0.870069,4
18205,19562,0.859721,5
18205,38690,0.84617,6
18205,127,0.845015,7
18205,38914,0.832981,8
18205,32861,0.819052,9
18205,23473,0.809574,10
18206,36559,0.950168,1
18206,32508,0.932305,2
18206,61968,0.902596,3
18206,32663,0.895766,4
18206,55414,0.875219,5
18206,62795,0.871574,6
18206,21672,0.864286,7
18206,25907,0.839283,8
18206,56281,0.834291,9
18206,15811,0.827353,10
18256,28199,0.949904,1
18256,65523,0.927298,2
18256,6362,0.898874,3
18256,60002,0.896751,4
18256,37225,0.895918,5
18256,1988,0.874719,6
18256,51021,0.872885,7
18256,45938,0.867586,8
18256,58842,0.862184,9
18256,45286,0.85655,10
18293,29508,0.920346,1
18293,28642,0.912841,2
18293,18802,0.889377,3
18293,25976,0.86423,4
18293,47999,0.859668,5
18293,36802,0.851955,6
18293,8584,0.824567,7
18293,38889,0.815183,8
18293,16302,0.808235,9
18293,14361,0.781134,10
34225,36280,0.882169,1
34225,62637,0.879676,2
34225,1663,0.865869,3
34225,1118,0.861481,4
34225,23129,0.853741,5
34225,55315,0.848415,6
34225,61592,0.794472,7
34225,15264,0.793404,8
34225,31820,0.789088,9
34225,2053,0.789016,10
18295,14648,0.922096,1
18295,19587,0.906261,2
18295,18600,0.901878,3
18295,20438,0.88802,4
18295,18666,0.878628,5
18295,40930,0.873795,6
18295,33139,0.862737,7
18295,25408,0.835117,8
18295,65881,0.826074,9
18295,47104,0.822043,10
34226,68093,0.940944,1
34226,70421,0.87699,2
34226,28384,0.864008,3
34226,3527,0.860382,4
34226,8168,0.840923,5
34226,54017,0.807234,6
34226,28048,0.806775,7
34226,38882,0.80573,8
34226,12265,0.804802,9
34226,69891,0.785133,10
18304,48776,0.921759,1
18304,65595,0.905785,2
18304,43397,0.895587,3
18304,3106,0.894256,4
18304,10516,0.893786,5
18304,50846,0.882195,6
18304,42201,0.880862,7
18304,10064,0.879246,8
18304,18853,0.867657,9
18304,27072,0.860104,10
18367,62686,0.883585,1
18367,23910,0.875274,2
18367,18075,0.858914,3
18367,17559,0.831097,4
18367,18718,0.827422,5
18367,12265,0.826097,6
18367,26487,0.823976,7
18367,60901,0.82233,8
18367,63086,0.819422,9
18367,60307,0.817968,10
34295,29538,0.911919,1
34295,50606,0.880766,2
34295,54716,0.87953,3
34295,1652,0.872897,4
34295,69068,0.872156,5
34295,51687,0.855556,6
34295,37857,0.845389,7
34295,34579,0.834537,8
34295,15344,0.833585,9
34295,36548,0.83273,10
18379,70142,0.912935,1
18379,13748,0.89524,2
18379,45070,0.881052,3
18379,57138,0.880241,4
18379,34145,0.860945,5
18379,11411,0.85101,6
18379,9134,0.844335,7
18379,54650,0.835971,8
18379,26819,0.834002,9
18379,38690,0.826655,10
34329,14029,0.918092,1
34329,18059,0.913765,2
34329,37195,0.901631,3
34329,49383,0.888121,4
34329,20263,0.863428,5
34329,20734,0.859044,6
34329,55197,0.849697,7
34329,40855,0.843576,8
34329,41838,0.842478,9
34329,13614,0.830012,10
18434,56959,0.895035,1
18434,10905,0.838117,2
18434,19520,0.835866,3
18434,13656,0.834303,4
18434,46441,0.81721,5
18434,38927,0.815515,6
18434,41391,0.814539,7
18434,7635,0.797879,8
18434,44404,0.797061,9
18434,56044,0.792948,10
18461,38722,0.936947,1
18461,29435,0.890114,2
18461,6528,0.888118,3
18461,62014,0.879245,4
18461,24653,0.865752,5
18461,45277,0.864195,6
18461,45290,0.862334,7
18461,35622,0.838289,8
18461,40282,0.837789,9
18461,6571,0.836628,10
18506,58613,0.915883,1
18506,788,0.895552,2
18506,20298,0.874546,3
18506,13938,0.864242,4
18506,12563,0.861814,5
18506,51191,0.842486,6
18506,42201,0.81538,7
18506,637,0.810911,8
18506,16302,0.810546,9
18506,22957,0.807754,10
18510,8624,0.884926,1
18510,55899,0.883344,2
18510,41201,0.876391,3
18510,78,0.839993,4
18510,36538,0.838543,5
18510,54274,0.831866,6
18510,51448,0.827405,7
18510,16592,0.800294,8
18510,59327,0.797849,9
18510,44485,0.796267,10
34334,22278,0.938814,1
34334,36655,0.910545,2
34334,2901,0.883947,3
34334,22723,0.853433,4
34334,24231,0.814449,5
34334,45120,0.813479,6
34334,43603,0.803381,7
34334,68151,0.801098,8
34334,64070,0.797617,9
34334,66164,0.772342,10
34368,23581,0.937915,1
34368,50041,0.858246,2
34368,41726,0.848572,3
34368,36082,0.843083,4
34368,29985,0.80894,5
34368,10272,0.807863,6
34368,39177,0.806139,7
34368,58763,0.804452,8
34368,17632,0.792439,9
34368,49148,0.785691,10
18600,20438,0.911211,1
18600,18295,0.901878,2
18600,14648,0.857293,3
18600,14706,0.834509,4
18600,52576,0.830694,5
18600,48370,0.830122,6
18600,44567,0.827184,7
18600,55403,0.824862,8
18600,24668,0.823491,9
18600,43994,0.818702,10
34374,548,0.921693,1
34374,51441,0.911389,2
34374,24132,0.890098,3
34374,14246,0.852953,4
34374,26733,0.84457,5
34374,17463,0.843288,6
34374,52751,0.840171,7
34374,5240,0.834688,8
34374,65881,0.834294,9
34374,6758,0.832229,10
34384,17312,0.88422,1
34384,51441,0.881712,2
34384,17463,0.879794,3
34384,9470,0.864617,4
34384,8651,0.861273,5
34384,61915,0.852781,6
34384,19475,0.823945,7
34384,55197,0.823358,8
34384,40827,0.822773,9
34384,10335,0.821735,10
18660,70100,0.899141,1
18660,56758,0.8886,2
18660,51025,0.873194,3
18660,51191,0.871889,4
18660,52827,0.871334,5
18660,69576,0.868691,6
18660,36082,0.859391,7
18660,12949,0.858727,8
18660,60374,0.851815,9
18660,9595,0.841545,10
18666,40930,0.891472,1
18666,14648,0.885297,2
18666,33139,0.884237,3
18666,18295,0.878628,4
18666,31175,0.855712,5
18666,39513,0.840341,6
18666,31949,0.838992,7
18666,6785,0.825571,8
18666,20438,0.825324,9
18666,23733,0.812369,10
34405,3369,0.958326,1
34405,64472,0.9167,2
34405,6323,0.898196,3
34405,60051,0.873316,4
34405,922,0.87147,5
34405,41000,0.866281,6
34405,47719,0.846641,7
34405,17854,0.843235,8
34405,62815,0.839078,9
34405,24234,0.836094,10
34420,28342,0.925649,1
34420,6362,0.90829,2
34420,18082,0.892836,3
34420,40863,0.8844,4
34420,52870,0.874146,5
34420,56354,0.871421,6
34420,47780,0.864202,7
34420,12760,0.855909,8
34420,23561,0.845051,9
34420,28830,0.839233,10
51603,28342,0.919983,1
51603,67401,0.894736,2
51603,33238,0.893292,3
51603,1160,0.891143,4
51603,13970,0.866702,5
51603,54316,0.861033,6
51603,42154,0.859649,7
51603,64012,0.855211,8
51603,54193,0.84942,9
51603,35461,0.842217,10
51615,69820,0.937327,1
51615,46116,0.888149,2
51615,45120,0.869731,3
51615,24573,0.868648,4
51615,35160,0.864271,5
51615,68986,0.84995,6
51615,46272,0.829519,7
51615,54152,0.815994,8
51615,61240,0.804025,9
51615,16587,0.793508,10
51673,51707,0.932617,1
51673,53042,0.851092,2
51673,1496,0.845933,3
51673,42445,0.842524,4
51673,34197,0.834889,5
51673,9522,0.831924,6
51673,38646,0.830305,7
51673,69245,0.82354,8
51673,17363,0.819563,9
51673,1724,0.813189,10
1663,62637,0.904423,1
1663,26765,0.903426,2
1663,34225,0.865869,3
1663,60319,0.863208,4
1663,61592,0.853648,5
1663,29225,0.851279,6
1663,56124,0.79839,7
1663,67488,0.798304,8
1663,1118,0.795332,9
1663,10125,0.786127,10
51687,29538,0.894931,1
51687,12888,0.862376,2
51687,34295,0.855556,3
51687,44294,0.853535,4
51687,71055,0.851302,5
51687,56915,0.849835,6
51687,23423,0.837943,7
51687,71323,0.835617,8
51687,47800,0.827502,9
51687,52365,0.819711,10
1713,44446,0.952789,1
1713,60692,0.890104,2
1713,69291,0.835559,3
1713,60072,0.820974,4
1713,55277,0.817963,5
1713,36931,0.808846,6
1713,57512,0.808632,7
1713,19520,0.807652,8
1713,48167,0.780122,9
1713,38348,0.776897,10
51692,18114,0.905153,1
51692,68228,0.899765,2
51692,52365,0.886731,3
51692,14479,0.886274,4
51692,51168,0.863514,5
51692,39677,0.856074,6
51692,18161,0.855894,7
51692,6400,0.845023,8
51692,47711,0.838476,9
51692,10652,0.828028,10
1724,16003,0.910633,1
1724,66544,0.884977,2
1724,11277,0.829489,3
1724,58709,0.824359,4
1724,51673,0.813189,5
1724,10931,0.810074,6
1724,19820,0.80712,7
1724,42551,0.800338,8
1724,8114,0.790175,9
1724,22936,0.787392,10
51699,23386,0.885281,1
51699,14918,0.866983,2
51699,10154,0.845193,3
51699,70120,0.841104,4
51699,26243,0.8398,5
51699,33384,0.838916,6
51699,9807,0.833137,7
51699,54376,0.82071,8
51699,11162,0.82063,9
51699,11424,0.81984,10
51707,51673,0.932617,1
51707,38646,0.865069,2
51707,9522,0.861005,3
51707,11162,0.843837,4
51707,42445,0.841177,5
51707,23172,0.815892,6
51707,50464,0.81579,7
